time[d]	beta1		beta2		beta3		beta4		beta5		beta6		ngt[s^-1]	fuel_temp_coeff[pcm/dK]	mod_temp_coeff[pcm/dK]
461.0	2.0716e-04	1.0991e-03	1.0672e-03	3.0511e-03	8.7927e-04	3.0985e-04	4.5910e-04	-5.3541		-1.8966
491.0	2.0759e-04	1.0977e-03	1.0654e-03	3.0504e-03	8.7989e-04	3.1220e-04	4.5914e-04	-5.3595		-1.7913
521.0	2.0992e-04	1.0983e-03	1.0647e-03	3.0522e-03	8.8104e-04	3.1467e-04	4.5908e-04	-5.3385		-1.8199
551.0	2.0963e-04	1.0934e-03	1.0663e-03	3.0515e-03	8.8352e-04	3.1579e-04	4.5916e-04	-5.284		-1.7583
581.0	2.0891e-04	1.0910e-03	1.0668e-03	3.0448e-03	8.8931e-04	3.1720e-04	4.5916e-04	-5.3027		-1.8045
611.0	2.1037e-04	1.0866e-03	1.0653e-03	3.0473e-03	8.8914e-04	3.1417e-04	4.5936e-04	-5.3148		-1.9207
641.0	2.1321e-04	1.0864e-03	1.0593e-03	3.0442e-03	8.8416e-04	3.1005e-04	4.5921e-04	-5.2681		-1.9983
671.0	2.1361e-04	1.0886e-03	1.0580e-03	3.0443e-03	8.8547e-04	3.1026e-04	4.5916e-04	-5.3206		-2.0347
701.0	2.1112e-04	1.0850e-03	1.0619e-03	3.0227e-03	8.8193e-04	3.0870e-04	4.5915e-04	-5.3321		-1.9823
731.0	2.1084e-04	1.0864e-03	1.0613e-03	3.0223e-03	8.7967e-04	3.1037e-04	4.5908e-04	-5.4999		-2.0296
761.0	2.0920e-04	1.0898e-03	1.0650e-03	3.0113e-03	8.7640e-04	3.1359e-04	4.5903e-04	-5.5283		-2.0527
791.0	2.0940e-04	1.0934e-03	1.0623e-03	3.0044e-03	8.7816e-04	3.1835e-04	4.5906e-04	-5.4189		-1.9455
821.0	2.0931e-04	1.1026e-03	1.0644e-03	3.0013e-03	8.7494e-04	3.2023e-04	4.5913e-04	-5.4544		-2.0157
851.0	2.0827e-04	1.1065e-03	1.0686e-03	3.0108e-03	8.7537e-04	3.2043e-04	4.5940e-04	-5.4417		-1.9453
881.0	2.0823e-04	1.1104e-03	1.0653e-03	3.0242e-03	8.7763e-04	3.2083e-04	4.5944e-04	-5.4761		-2.005
911.0	2.0851e-04	1.1070e-03	1.0626e-03	3.0344e-03	8.7849e-04	3.1833e-04	4.5944e-04	-5.4892		-2.0311
941.0	2.1174e-04	1.1058e-03	1.0579e-03	3.0373e-03	8.7933e-04	3.1700e-04	4.5936e-04	-5.5589		-1.9544
971.0	2.1195e-04	1.1012e-03	1.0589e-03	3.0357e-03	8.8327e-04	3.1557e-04	4.5942e-04	-5.6615		-1.9137
1001.0	2.1202e-04	1.0885e-03	1.0598e-03	3.0316e-03	8.8172e-04	3.1176e-04	4.5963e-04	-5.6477		-1.8567
1031.0	2.1230e-04	1.0859e-03	1.0621e-03	3.0320e-03	8.8459e-04	3.1225e-04	4.5969e-04	-5.698		-1.9273
1061.0	2.1243e-04	1.0823e-03	1.0593e-03	3.0274e-03	8.8642e-04	3.1395e-04	4.5952e-04	-5.6381		-1.9715
1091.0	2.1071e-04	1.0823e-03	1.0586e-03	3.0253e-03	8.8712e-04	3.1646e-04	4.5933e-04	-5.4574		-1.9629
